Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev
1	460.4946972290054	1555.0276581645012	0.7339014054997071	0.7373881028299998
2	920.8650515582412	1403.8319011032581	0.7848016180136573	0.7945301049836224
3	1381.1210742900148	1300.3761643320322	0.811530741831896	0.8193345038674194
4	1839.3159212693572	1247.2147898674011	0.8226433827773905	0.8289346273969315
5	2298.38319121534	1183.4227338805795	0.8453841713452518	0.8470543193140534
6	2757.9472174872644	1137.0092927664518	0.8380297348492947	0.8392403355267402
7	3219.381208572071	1116.3366267494857	0.8642244523596745	0.868524362042906
8	3675.0033110361546	1069.6120284087956	0.8627823506522938	0.867215819083977
9	4132.896839569323	1051.338965287432	0.865014131963894	0.8687536566847389
10	4582.019201593008	1025.0703479908407	0.8788322422573515	0.8812822816982208
11	5031.805970019195	1005.2813410684466	0.8813848897022667	0.884497792542682
12	5478.96000182908	980.0771996751428	0.8925614131108707	0.8957490507953764
13	5927.028456332162	961.4419204182923	0.8836111978175629	0.8843271115638361
14	6376.1472098892555	933.9798342473805	0.8923190531370395	0.8950589892607819
15	6823.519024834968	914.896989794448	0.8867632457764456	0.8883737040119726
16	7271.723699109163	909.0169262103736	0.8887385565299936	0.8918309338569768
17	7716.264574779198	892.6969896983355	0.8951226979437031	0.897872532736613
18	8163.19918926619	870.2858900912106	0.8986274249894172	0.9019401137309216
19	8627.368412021082	861.0820423187688	0.8937791992884845	0.8944609697469363
20	9092.545600705314	842.0807154839858	0.9058571752320763	0.9058754424358362
21	9552.958645683248	830.6816959790885	0.8955378056758756	0.894511041578748
22	10003.844708582386	805.2587062586099	0.9095955393450121	0.9130389195444889
23	10453.001577706076	793.458384395577	0.8963238934950206	0.8983498558485274
24	10902.038735360373	793.8968678368255	0.9070416091197133	0.9063391371942864
25	11348.972058309242	772.6858194218948	0.9048023876818877	0.907267028304003
26	11796.630429628305	752.9688247414306	0.9051355685068865	0.9061942266976873
27	12243.833280324936	759.961564399302	0.9102686569716976	0.9080020917780403
28	12692.354950669222	744.6735409144312	0.9031027891921477	0.9060152756894592
29	13141.781623930205	738.4785911468789	0.9044378214968336	0.9081115426272642
30	13591.998578668106	721.275620104745	0.887571568455575	0.8887287330646552
31	14043.920420580078	717.8172030216083	0.908007115155195	0.9065587926337959
32	14500.579917345196	705.8215374303982	0.9063056352542258	0.9083387440208823
33	14967.476574564353	688.8473786152899	0.9063110229318373	0.9055143085405153
34	15432.424676917028	689.8625983160455	0.9122982720948231	0.9129738301164569
35	15895.659956783988	678.9329346958548	0.8942352704742439	0.8978565381503412
36	16359.236487247981	674.8005631491542	0.9155289972505741	0.9162389150601381
37	16820.87609391939	666.3442839970812	0.9144831036443791	0.9147223032041584
38	17278.030946355313	649.8305241777562	0.9093229057541252	0.912279954261544
39	17728.05964527093	655.4872157769278	0.9139327053410699	0.9164373746363783
40	18182.101031535305	641.610011854209	0.9044399594641399	0.9050794020712363
41	18631.949497619178	625.5375822065398	0.9135536864970262	0.9168932274246874
42	19085.485810840968	633.2295500158798	0.9160727250958878	0.919218612584882
43	19540.16024000896	623.1614078045823	0.9146801387113188	0.9186011931462613
44	19994.4146274752	609.3587633697316	0.9097812004258831	0.9136587484074284
45	20462.202528672293	615.6158731752075	0.9129622392214377	0.9152619652860076
46	20927.31968771899	616.8091216438916	0.9140051396734041	0.9160982077079962
47	21386.499800031073	591.6427232986316	0.9150119512372417	0.9187219164953018
48	21850.31915016193	596.0123425803613	0.9125399479191163	0.9117589373602687
49	22316.619740798138	587.8612011626828	0.9117856730534877	0.9107736681202102
50	22773.650023265276	572.7645988580771	0.9132282023543297	0.914588977500244
51	23222.488743389025	579.7119516337989	0.9156671099385548	0.9175081065548083
52	23670.735327952076	577.9343843921088	0.9136318505817409	0.9160708442813312
53	24117.987460533157	559.2832512991736	0.911099642104273	0.9120540488541024
54	24564.880388312973	560.0407943672035	0.9159441049827466	0.9177778661177245
55	25016.895550208166	556.6845181559911	0.9143513193396247	0.9167473803857451
56	25465.12482225895	565.3340659050737	0.9174073298071126	0.921665916311169
57	25912.79009817494	555.3596858726814	0.9183790787071284	0.9192154605300558
58	26361.111853329	548.6374796477612	0.9162837852283563	0.9162995561814724
59	26810.778851639945	545.3729538884945	0.9149993799894812	0.9169069897062496
60	27259.019792871084	522.6132176909596	0.915854994505424	0.9166878252421727
61	27725.85744273197	536.4519685951527	0.9165621485716239	0.9160820235881256
62	28193.030601543374	521.6817843783647	0.915800177023693	0.9162818181696427
63	28648.205638010055	513.9518282780191	0.9151098701398659	0.9185811483183505
64	29098.053601926193	529.1791984458687	0.9134887778096097	0.9152782363387583
65	29547.187462699134	520.7907844383735	0.9106630691803461	0.9072328402632699
66	29997.38624733733	514.9657083718339	0.9152233534444791	0.9155489091282258
67	30464.386419266928	520.0524981303606	0.9168640295552603	0.9169046723672327
68	30922.04327981593	506.9539337209426	0.9131625239986829	0.9128943172375055
69	31369.721935550217	503.9148062742315	0.9149529433395904	0.9158380247019059
70	31817.76591690816	488.0814559744904	0.9135528313101036	0.917908867795949
71	32266.43309402233	499.8374044592492	0.9164047086591952	0.9187041663325418
72	32723.093500499148	495.08705056936014	0.9191664493066574	0.9216239770274894
73	33173.34462586604	482.58309470606036	0.9138805389387986	0.916542635438948
74	33622.57526027225	476.84526013873983	0.9187287646397312	0.920489941363607
75	34070.76181104127	484.5541551964707	0.9189369171366633	0.9205173138355536
76	34518.75396691635	488.56710898235906	0.9176084697712802	0.9181944645869217
77	34968.22053592	469.4518911628984	0.9179584122599597	0.9196800486492128
78	35418.240127165336	476.6107745550107	0.9172676777826714	0.9207430326023021
79	35866.98699067393	468.8398667073343	0.9153996929878948	0.916821244832803
80	36317.43846860621	483.1191495929379	0.9189234907019802	0.9195938452319132
81	36767.20049370499	474.288423576043	0.9192929314524921	0.9202107859812128
82	37222.776725968346	506.06416206015274	0.9160034549551668	0.919910513806425
83	37672.6560124103	467.09807322191773	0.9165921656326032	0.9203151895784041
84	38141.64124791231	455.9862382673891	0.9184437308384681	0.9195375067329826
85	38610.18566814717	464.63994667539373	0.9161293384701561	0.9173237300788885
86	39075.557454477996	465.6345228376449	0.9164256607387959	0.9191369125965405
87	39540.78435166506	451.2572601196589	0.9146458457157273	0.9159605342213386
88	40007.834141472355	458.5047330026282	0.9151445052102263	0.9173119374374089
89	40466.64636534918	462.2938293921761	0.9159401711229032	0.9173384092214572
90	40921.18149843719	454.08737564785406	0.9133814518508381	0.9169660862073027
91	41387.595402234234	452.6416485523805	0.9144472713123272	0.9170794135459093
92	41854.01494196197	444.8235762655386	0.9125229296993591	0.91414002313786
