
classA_bp_train
The code uses GPU...
Training...
Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev
78	131402.02809264138	3648.193764757365	0.8039994292917069	0.7522884844514847
79	133059.92684178893	3643.7900740355253	0.8060422840799958	0.7551545584816044
80	134718.47871448565	3629.934429978952	0.8042722404826645	0.7529987893711744
81	136382.7824234739	3634.3206107243896	0.8033818888809726	0.7507694678450414
82	138043.38253358472	3630.465741932392	0.8039155477994426	0.7524792101442914
83	139705.938704147	3625.7904251739383	0.8046195774172266	0.75225105738709
84	141375.77252311446	3604.0005102343857	0.803303665062307	0.7522689956299143
85	143097.52118641604	3601.130250185728	0.8046130657551601	0.7520099092816548
86	144737.89158286247	3611.9263942092657	0.8060012087596768	0.7544918238683616
87	146381.20759776328	3593.726623509079	0.8057008716904286	0.7554377345805601
88	148021.87891981285	3580.4357942305505	0.8064139215614032	0.7564044732807454
89	149662.7957882816	3575.998934339732	0.8058154586430465	0.7553969321480508
90	151302.26795694698	3572.680731332861	0.8034644131415649	0.7511890749714086
91	152941.5117869135	3576.316035218537	0.8046104961648597	0.7535390508729388
92	154580.6593032414	3551.0404176358134	0.8034651908810625	0.7512730675941116
93	156227.53532763477	3563.3003008179367	0.8043559466022971	0.753391371536116
94	157868.88929536566	3553.949397698045	0.8054091812544164	0.7541486363563399
95	159507.62900280487	3558.8306404054165	0.8049547145165351	0.7541530217115358
96	161147.92210500967	3541.048312984407	0.8062630553487006	0.7549567667708628
97	162791.20373977628	3548.581730797887	0.8048777869303654	0.7530268313617305
98	164471.95469589345	3531.7873905822635	0.8063157357623043	0.7554327749651737
99	166204.44769785367	3536.2260708939284	0.8069335735440227	0.7565057467602716
100	167862.55143613182	3518.234037751332	0.8057039978982123	0.7556363636681818
